Number,Name,Type_1,Type_2,HP,Attack,Defense,Speed,Generation,Pr_Male,Height_and_Weight_stats,Body_Style,isLegendary,Black,Blue,Brown,Green,Grey,Pink,Purple,Red,White,Yellow,Special_Move,Special_Move_Power
166,,Bug,Flying,55,35,50,85,2,0.5,1.4:35.6,two_wings,FALSE,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,Special_Defense,110
167,Spinarak,Bug,Poison,40,60,40,30,2,0.5,0.51:8.5,insectoid,FALSE,NA,NA,NA,255,NA,NA,NA,NA,NA,NA,Special_Attack,40
167,,Bug,Poison,40,60,40,30,2,0.5,0.51:8.5,insectoid,FALSE,NA,NA,NA,255,NA,NA,NA,NA,NA,NA,Special_Defense,40
168,Ariados,Bug,Poison,70,90,70,40,2,0.5,1.09:33.5,insectoid,FALSE,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,Special_Attack,60
168,,Bug,Poison,70,90,70,40,2,0.5,1.09:33.5,insectoid,FALSE,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,Special_Defense,60
169,Crobat,Poison,Flying,85,90,80,130,2,0.5,1.8:75,four_wings,FALSE,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,Special_Attack,70
169,,Poison,Flying,85,90,80,130,2,0.5,1.8:75,four_wings,FALSE,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,Special_Defense,80
170,Chinchou,Water,Electric,75,38,38,67,2,0.5,0.51:12,with_fins,FALSE,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,56
170,,Water,Electric,75,38,38,67,2,0.5,0.51:12,with_fins,FALSE,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,56
171,Lanturn,Water,Electric,125,58,58,67,2,0.5,1.19:22.5,with_fins,FALSE,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,76
171,,Water,Electric,125,58,58,67,2,0.5,1.19:22.5,with_fins,FALSE,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,76
172,Pichu,Electric,NA,20,40,15,60,2,0.5,0.3:2,quadruped,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,Special_Attack,35
172,,Electric,NA,20,40,15,60,2,0.5,0.3:2,quadruped,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,Special_Defense,35
173,Cleffa,Fairy,NA,50,25,28,15,2,0.25,0.3:3,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,Special_Attack,45
173,,Fairy,NA,50,25,28,15,2,0.25,0.3:3,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,Special_Defense,55
174,Igglybuff,Normal,Fairy,90,30,15,15,2,0.25,0.3:1,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,Special_Attack,40
174,,Normal,Fairy,90,30,15,15,2,0.25,0.3:1,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,Special_Defense,20
175,Togepi,Fairy,NA,35,20,65,20,2,0.875,0.3:1.5,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,190,NA,Special_Attack,40
175,,Fairy,NA,35,20,65,20,2,0.875,0.3:1.5,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,190,NA,Special_Defense,65
176,Togetic,Fairy,Flying,55,40,85,40,2,0.875,0.61:3.2,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,Special_Attack,80
176,,Fairy,Flying,55,40,85,40,2,0.875,0.61:3.2,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,Special_Defense,105
177,Natu,Psychic,Flying,40,50,45,70,2,0.5,0.2:2,two_wings,FALSE,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,Special_Attack,70
177,,Psychic,Flying,40,50,45,70,2,0.5,0.2:2,two_wings,FALSE,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,Special_Defense,45
178,Xatu,Psychic,Flying,65,75,70,95,2,0.5,1.5:15,two_wings,FALSE,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,Special_Attack,95
178,,Psychic,Flying,65,75,70,95,2,0.5,1.5:15,two_wings,FALSE,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,Special_Defense,70
179,Mareep,Electric,NA,55,40,40,35,2,0.5,0.61:7.8,quadruped,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,235,NA,Special_Attack,65
179,,Electric,NA,55,40,40,35,2,0.5,0.61:7.8,quadruped,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,235,NA,Special_Defense,45
180,Flaaffy,Electric,NA,70,55,55,45,2,0.5,0.79:13.3,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,Special_Attack,80
180,,Electric,NA,70,55,55,45,2,0.5,0.79:13.3,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,Special_Defense,60
181,Ampharos,Electric,NA,90,75,85,55,2,0.5,1.4:61.5,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Special_Attack,115
181,,Electric,NA,90,75,85,55,2,0.5,1.4:61.5,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Special_Defense,90
182,Bellossom,Grass,NA,75,80,95,50,2,0.5,0.41:5.8,bipedal_tailless,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Attack,90
182,,Grass,NA,75,80,95,50,2,0.5,0.41:5.8,bipedal_tailless,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Defense,100
183,Marill,Water,Fairy,70,20,50,40,2,0.5,0.41:8.5,bipedal_tailed,FALSE,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,20
183,,Water,Fairy,70,20,50,40,2,0.5,0.41:8.5,bipedal_tailed,FALSE,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,50
184,Azumarill,Water,Fairy,100,50,80,50,2,0.5,0.79:28.5,bipedal_tailed,FALSE,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,60
184,,Water,Fairy,100,50,80,50,2,0.5,0.79:28.5,bipedal_tailed,FALSE,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,80
185,Sudowoodo,Rock,NA,70,100,115,30,2,0.5,1.19:38,bipedal_tailless,FALSE,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,Special_Attack,30
185,,Rock,NA,70,100,115,30,2,0.5,1.19:38,bipedal_tailless,FALSE,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,Special_Defense,65
186,Politoed,Water,NA,90,75,75,70,2,0.5,1.09:33.9,bipedal_tailed,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Attack,90
186,,Water,NA,90,75,75,70,2,0.5,1.09:33.9,bipedal_tailed,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Defense,100
187,Hoppip,Grass,Flying,35,35,40,50,2,0.5,0.41:0.5,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,255,NA,NA,NA,NA,Special_Attack,35
187,,Grass,Flying,35,35,40,50,2,0.5,0.41:0.5,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,255,NA,NA,NA,NA,Special_Defense,55
188,Skiploom,Grass,Flying,55,45,50,80,2,0.5,0.61:1,bipedal_tailed,FALSE,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,Special_Attack,45
188,,Grass,Flying,55,45,50,80,2,0.5,0.61:1,bipedal_tailed,FALSE,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,Special_Defense,65
189,Jumpluff,Grass,Flying,75,55,70,110,2,0.5,0.79:3,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,55
189,,Grass,Flying,75,55,70,110,2,0.5,0.79:3,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,95
190,Aipom,Normal,NA,55,70,55,85,2,0.5,0.79:11.5,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,Special_Attack,40
190,,Normal,NA,55,70,55,85,2,0.5,0.79:11.5,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,Special_Defense,55
191,Sunkern,Grass,NA,30,30,30,30,2,0.5,0.3:1.8,head_only,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,Special_Attack,30
191,,Grass,NA,30,30,30,30,2,0.5,0.3:1.8,head_only,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,Special_Defense,30
192,Sunflora,Grass,NA,75,75,55,30,2,0.5,0.79:8.5,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,Special_Attack,105
192,,Grass,NA,75,75,55,30,2,0.5,0.79:8.5,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,Special_Defense,85
193,Yanma,Bug,Flying,65,65,45,95,2,0.5,1.19:38,four_wings,FALSE,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,Special_Attack,75
193,,Bug,Flying,65,65,45,95,2,0.5,1.19:38,four_wings,FALSE,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,Special_Defense,45
194,Wooper,Water,Ground,55,45,45,15,2,0.5,0.41:8.5,head_legs,FALSE,NA,255,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,25
194,,Water,Ground,55,45,45,15,2,0.5,0.41:8.5,head_legs,FALSE,NA,255,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,25
195,Quagsire,Water,Ground,95,85,85,35,2,0.5,1.4:75,bipedal_tailed,FALSE,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,65
195,,Water,Ground,95,85,85,35,2,0.5,1.4:75,bipedal_tailed,FALSE,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,65
196,Espeon,Psychic,NA,65,65,60,110,2,0.875,0.89:26.5,quadruped,FALSE,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,Special_Attack,130
196,,Psychic,NA,65,65,60,110,2,0.875,0.89:26.5,quadruped,FALSE,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,Special_Defense,95
197,Umbreon,Dark,NA,95,65,110,65,2,0.875,0.99:27,quadruped,FALSE,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,60
197,,Dark,NA,95,65,110,65,2,0.875,0.99:27,quadruped,FALSE,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,130
198,Murkrow,Dark,Flying,60,85,42,91,2,0.5,0.51:2.1,two_wings,FALSE,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,85
198,,Dark,Flying,60,85,42,91,2,0.5,0.51:2.1,two_wings,FALSE,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,42
199,Slowking,Water,Psychic,95,75,80,30,2,0.5,2.01:79.5,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,Special_Attack,100
199,,Water,Psychic,95,75,80,30,2,0.5,2.01:79.5,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,Special_Defense,110
200,Misdreavus,Ghost,NA,60,60,60,85,2,0.5,0.71:1,head_only,FALSE,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,Special_Attack,85
200,,Ghost,NA,60,60,60,85,2,0.5,0.71:1,head_only,FALSE,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,Special_Defense,85
201,Unown,Psychic,NA,48,72,48,48,2,NA,0.51:5,head_only,FALSE,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,72
201,,Psychic,NA,48,72,48,48,2,NA,0.51:5,head_only,FALSE,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,48
202,Wobbuffet,Psychic,NA,190,33,58,33,2,0.5,1.3:28.5,head_base,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,33
202,,Psychic,NA,190,33,58,33,2,0.5,1.3:28.5,head_base,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,58
203,Girafarig,Normal,Psychic,70,80,65,85,2,0.5,1.5:41.5,quadruped,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,Special_Attack,90
203,,Normal,Psychic,70,80,65,85,2,0.5,1.5:41.5,quadruped,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,Special_Defense,65
204,Pineco,Bug,NA,50,65,90,15,2,0.5,0.61:7.2,head_only,FALSE,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,Special_Attack,35
204,,Bug,NA,50,65,90,15,2,0.5,0.61:7.2,head_only,FALSE,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,Special_Defense,35
205,Forretress,Bug,Steel,75,90,140,40,2,0.5,1.19:125.8,head_only,FALSE,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,Special_Attack,60
205,,Bug,Steel,75,90,140,40,2,0.5,1.19:125.8,head_only,FALSE,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,Special_Defense,60
206,Dunsparce,Normal,NA,100,70,70,45,2,0.5,1.5:14,serpentine_body,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,Special_Attack,65
206,,Normal,NA,100,70,70,45,2,0.5,1.5:14,serpentine_body,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,Special_Defense,65
207,Gligar,Ground,Flying,65,75,105,85,2,0.5,1.09:64.8,two_wings,FALSE,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,Special_Attack,35
207,,Ground,Flying,65,75,105,85,2,0.5,1.09:64.8,two_wings,FALSE,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,Special_Defense,65
208,Steelix,Steel,Ground,75,85,200,30,2,0.5,9.19:400,serpentine_body,FALSE,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,Special_Attack,55
208,,Steel,Ground,75,85,200,30,2,0.5,9.19:400,serpentine_body,FALSE,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,Special_Defense,65
209,Snubbull,Fairy,NA,60,80,50,30,2,0.25,0.61:7.8,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,Special_Attack,40
209,,Fairy,NA,60,80,50,30,2,0.25,0.61:7.8,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,Special_Defense,40
210,Granbull,Fairy,NA,90,120,75,45,2,0.25,1.4:48.7,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,Special_Attack,60
210,,Fairy,NA,90,120,75,45,2,0.25,1.4:48.7,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,Special_Defense,60
211,Qwilfish,Water,Poison,65,95,75,85,2,0.5,0.51:3.9,with_fins,FALSE,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,Special_Attack,55
211,,Water,Poison,65,95,75,85,2,0.5,0.51:3.9,with_fins,FALSE,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,Special_Defense,55
212,Scizor,Bug,Steel,70,130,100,65,2,0.5,1.8:118,four_wings,FALSE,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,Special_Attack,55
212,,Bug,Steel,70,130,100,65,2,0.5,1.8:118,four_wings,FALSE,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,Special_Defense,80
213,Shuckle,Bug,Rock,20,10,230,5,2,0.5,0.61:20.5,insectoid,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,Special_Attack,10
213,,Bug,Rock,20,10,230,5,2,0.5,0.61:20.5,insectoid,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,Special_Defense,230
214,Heracross,Bug,Fighting,80,125,75,85,2,0.5,1.5:54,bipedal_tailless,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,40
214,,Bug,Fighting,80,125,75,85,2,0.5,1.5:54,bipedal_tailless,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,95
215,Sneasel,Dark,Ice,55,95,55,115,2,0.5,0.89:28,bipedal_tailed,FALSE,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,35
215,,Dark,Ice,55,95,55,115,2,0.5,0.89:28,bipedal_tailed,FALSE,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,75
216,Teddiursa,Normal,NA,60,80,50,40,2,0.5,0.61:8.8,bipedal_tailed,FALSE,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,Special_Attack,50
216,,Normal,NA,60,80,50,40,2,0.5,0.61:8.8,bipedal_tailed,FALSE,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,Special_Defense,50
217,Ursaring,Normal,NA,90,130,75,55,2,0.5,1.8:125.8,bipedal_tailed,FALSE,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,Special_Attack,75
217,,Normal,NA,90,130,75,55,2,0.5,1.8:125.8,bipedal_tailed,FALSE,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,Special_Defense,75
218,Slugma,Fire,NA,40,40,40,20,2,0.5,0.71:35,serpentine_body,FALSE,NA,NA,NA,NA,NA,NA,NA,190,NA,NA,Special_Attack,70
218,,Fire,NA,40,40,40,20,2,0.5,0.71:35,serpentine_body,FALSE,NA,NA,NA,NA,NA,NA,NA,190,NA,NA,Special_Defense,40
219,Magcargo,Fire,Rock,50,50,120,30,2,0.5,0.79:55,serpentine_body,FALSE,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,Special_Attack,80
219,,Fire,Rock,50,50,120,30,2,0.5,0.79:55,serpentine_body,FALSE,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,Special_Defense,80
220,Swinub,Ice,Ground,50,50,40,50,2,0.5,0.41:6.5,quadruped,FALSE,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,Special_Attack,30
220,,Ice,Ground,50,50,40,50,2,0.5,0.41:6.5,quadruped,FALSE,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,Special_Defense,30
221,Piloswine,Ice,Ground,100,100,80,50,2,0.5,1.09:55.8,quadruped,FALSE,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,Special_Attack,60
221,,Ice,Ground,100,100,80,50,2,0.5,1.09:55.8,quadruped,FALSE,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,Special_Defense,60
222,Corsola,Water,Rock,55,55,85,35,2,0.25,0.61:5,insectoid,FALSE,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,Special_Attack,65
222,,Water,Rock,55,55,85,35,2,0.25,0.61:5,insectoid,FALSE,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,Special_Defense,85
223,Remoraid,Water,NA,35,65,35,65,2,0.5,0.61:12,with_fins,FALSE,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,Special_Attack,65
223,,Water,NA,35,65,35,65,2,0.5,0.61:12,with_fins,FALSE,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,Special_Defense,35
224,Octillery,Water,NA,75,105,75,45,2,0.5,0.89:28.5,several_limbs,FALSE,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,Special_Attack,105
224,,Water,NA,75,105,75,45,2,0.5,0.89:28.5,several_limbs,FALSE,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,Special_Defense,75
225,Delibird,Ice,Flying,45,55,45,75,2,0.5,0.89:16,two_wings,FALSE,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,Special_Attack,65
225,,Ice,Flying,45,55,45,75,2,0.5,0.89:16,two_wings,FALSE,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,Special_Defense,45
226,Mantine,Water,Flying,65,40,70,70,2,0.5,2.11:220,two_wings,FALSE,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,Special_Attack,80
226,,Water,Flying,65,40,70,70,2,0.5,2.11:220,two_wings,FALSE,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,Special_Defense,140
227,Skarmory,Steel,Flying,65,80,140,70,2,0.5,1.7:50.5,two_wings,FALSE,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,Special_Attack,40
227,,Steel,Flying,65,80,140,70,2,0.5,1.7:50.5,two_wings,FALSE,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,Special_Defense,70
228,Houndour,Dark,Fire,45,60,30,65,2,0.5,0.61:10.8,quadruped,FALSE,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,80
228,,Dark,Fire,45,60,30,65,2,0.5,0.61:10.8,quadruped,FALSE,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,50
229,Houndoom,Dark,Fire,75,90,50,95,2,0.5,1.4:35,quadruped,FALSE,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,110
229,,Dark,Fire,75,90,50,95,2,0.5,1.4:35,quadruped,FALSE,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,80
230,Kingdra,Water,Dragon,75,95,95,85,2,0.5,1.8:152,head_base,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,95
230,,Water,Dragon,75,95,95,85,2,0.5,1.8:152,head_base,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,95
231,Phanpy,Ground,NA,90,60,60,40,2,0.5,0.51:33.5,quadruped,FALSE,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,40
231,,Ground,NA,90,60,60,40,2,0.5,0.51:33.5,quadruped,FALSE,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,40
232,Donphan,Ground,NA,90,120,120,50,2,0.5,1.09:120,quadruped,FALSE,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,Special_Attack,60
232,,Ground,NA,90,120,120,50,2,0.5,1.09:120,quadruped,FALSE,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,Special_Defense,60
233,Porygon2,Normal,NA,85,80,90,60,2,NA,0.61:32.5,head_legs,FALSE,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,Special_Attack,105
233,,Normal,NA,85,80,90,60,2,NA,0.61:32.5,head_legs,FALSE,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,Special_Defense,95
234,Stantler,Normal,NA,73,95,62,85,2,0.5,1.4:71.2,quadruped,FALSE,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,Special_Attack,85
234,,Normal,NA,73,95,62,85,2,0.5,1.4:71.2,quadruped,FALSE,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,Special_Defense,65
235,Smeargle,Normal,NA,55,20,35,75,2,0.5,1.19:58,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,Special_Attack,20
235,,Normal,NA,55,20,35,75,2,0.5,1.19:58,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,Special_Defense,45
236,Tyrogue,Fighting,NA,35,35,35,35,2,1,0.71:21,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,Special_Attack,35
236,,Fighting,NA,35,35,35,35,2,1,0.71:21,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,Special_Defense,35
237,Hitmontop,Fighting,NA,50,95,95,70,2,1,1.4:48,bipedal_tailed,FALSE,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,Special_Attack,35
237,,Fighting,NA,50,95,95,70,2,1,1.4:48,bipedal_tailed,FALSE,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,Special_Defense,110
238,Smoochum,Ice,Psychic,45,30,15,65,2,0,0.41:6,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,Special_Attack,85
238,,Ice,Psychic,45,30,15,65,2,0,0.41:6,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,Special_Defense,65
239,Elekid,Electric,NA,45,63,37,95,2,0.75,0.61:23.5,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Special_Attack,65
239,,Electric,NA,45,63,37,95,2,0.75,0.61:23.5,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Special_Defense,55
240,Magby,Fire,NA,45,75,37,83,2,0.75,0.71:21.4,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,Special_Attack,70
240,,Fire,NA,45,75,37,83,2,0.75,0.71:21.4,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,Special_Defense,55
241,Miltank,Normal,NA,95,80,105,100,2,0,1.19:75.5,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,Special_Attack,40
241,,Normal,NA,95,80,105,100,2,0,1.19:75.5,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,Special_Defense,70
242,Blissey,Normal,NA,255,10,10,55,2,0,1.5:46.8,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,Special_Attack,75
242,,Normal,NA,255,10,10,55,2,0,1.5:46.8,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,Special_Defense,135
243,Raikou,Electric,NA,90,85,75,115,2,NA,1.91:178,quadruped,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Special_Attack,115
243,,Electric,NA,90,85,75,115,2,NA,1.91:178,quadruped,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Special_Defense,100
244,Entei,Fire,NA,115,115,85,100,2,NA,2.11:198,quadruped,TRUE,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,Special_Attack,90
244,,Fire,NA,115,115,85,100,2,NA,2.11:198,quadruped,TRUE,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,Special_Defense,75
245,Suicune,Water,NA,100,75,115,85,2,NA,2.01:187,quadruped,TRUE,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,90
245,,Water,NA,100,75,115,85,2,NA,2.01:187,quadruped,TRUE,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,115
246,Larvitar,Rock,Ground,50,64,50,41,2,0.5,0.61:72,bipedal_tailed,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Attack,45
246,,Rock,Ground,50,64,50,41,2,0.5,0.61:72,bipedal_tailed,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Defense,50
247,Pupitar,Rock,Ground,70,84,70,51,2,0.5,1.19:152,serpentine_body,FALSE,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,Special_Attack,65
247,,Rock,Ground,70,84,70,51,2,0.5,1.19:152,serpentine_body,FALSE,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,Special_Defense,70
248,Tyranitar,Rock,Dark,100,134,110,61,2,0.5,2.01:202,bipedal_tailed,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Attack,95
248,,Rock,Dark,100,134,110,61,2,0.5,2.01:202,bipedal_tailed,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Defense,100
249,Lugia,Psychic,Flying,106,90,130,110,2,NA,5.21:216,two_wings,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,Special_Attack,90
